兵种(刀，枪，骑，谋士，红颜)	技能	类型(1:主动，2：被动)	技能等级	技能战斗力系数	技能效果	技能效果参数	技能目标	效果描述	效果持续回合	技能伤害系数	升级Tips	战斗力附加值
4	2	2	26	0	critdamage	1300	0	永久提高谋士1300点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1350点暴击	520
4	2	2	27	0	critdamage	1350	0	永久提高谋士1350点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1400点暴击	540
4	2	2	28	0	critdamage	1400	0	永久提高谋士1400点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1450点暴击	560
4	2	2	29	0	critdamage	1450	0	永久提高谋士1450点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1500点暴击	580
4	2	2	30	0	critdamage	1500	0	永久提高谋士1500点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1550点暴击	600
4	2	2	31	0	critdamage	1550	0	永久提高谋士1550点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1600点暴击	620
4	2	2	32	0	critdamage	1600	0	永久提高谋士1600点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1650点暴击	640
4	2	2	33	0	critdamage	1650	0	永久提高谋士1650点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1700点暴击	660
4	2	2	34	0	critdamage	1700	0	永久提高谋士1700点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1750点暴击	680
4	2	2	35	0	critdamage	1750	0	永久提高谋士1750点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1800点暴击	700
4	2	2	36	0	critdamage	1800	0	永久提高谋士1800点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1850点暴击	720
4	2	2	37	0	critdamage	1850	0	永久提高谋士1850点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1900点暴击	740
4	2	2	38	0	critdamage	1900	0	永久提高谋士1900点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士1950点暴击	760
4	2	2	39	0	critdamage	1950	0	永久提高谋士1950点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2000点暴击	780
4	2	2	40	0	critdamage	2000	0	永久提高谋士2000点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2050点暴击	800
4	2	2	41	0	critdamage	2050	0	永久提高谋士2050点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2100点暴击	820
4	2	2	42	0	critdamage	2100	0	永久提高谋士2100点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2150点暴击	840
4	2	2	43	0	critdamage	2150	0	永久提高谋士2150点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2200点暴击	860
4	2	2	44	0	critdamage	2200	0	永久提高谋士2200点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2250点暴击	880
4	2	2	45	0	critdamage	2250	0	永久提高谋士2250点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2300点暴击	900
4	2	2	46	0	critdamage	2300	0	永久提高谋士2300点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2350点暴击	920
4	2	2	47	0	critdamage	2350	0	永久提高谋士2350点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2400点暴击	940
4	2	2	48	0	critdamage	2400	0	永久提高谋士2400点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2450点暴击	960
4	2	2	49	0	critdamage	2450	0	永久提高谋士2450点暴击，暴击造成的伤害为普通攻击的150%			下一级：永久提高谋士2500点暴击	980
4	2	2	50	0	critdamage	2500	0	永久提高谋士2500点暴击，暴击造成的伤害为普通攻击的150%			已升到最高级	1000
4	3	1	1	120	atkall	0	0	召唤大量陨石，对敌方全体武将造成40%的伤害		40	下一级：对全体目标造成42%的伤害	20
4	3	1	2	124	atkall	0	0	召唤大量陨石，对敌方全体武将造成42%的伤害		42	下一级：对全体目标造成44%的伤害	40
4	3	1	3	128	atkall	0	0	召唤大量陨石，对敌方全体武将造成44%的伤害		44	下一级：对全体目标造成46%的伤害	60
4	3	1	4	132	atkall	0	0	召唤大量陨石，对敌方全体武将造成46%的伤害		46	下一级：对全体目标造成48%的伤害	80
4	3	1	5	136	atkall	0	0	召唤大量陨石，对敌方全体武将造成48%的伤害		48	下一级：对全体目标造成50%的伤害	100
4	3	1	6	140	atkall	0	0	召唤大量陨石，对敌方全体武将造成50%的伤害		50	下一级：对全体目标造成52%的伤害	120
4	3	1	7	144	atkall	0	0	召唤大量陨石，对敌方全体武将造成52%的伤害		52	下一级：对全体目标造成54%的伤害	140
4	3	1	8	148	atkall	0	0	召唤大量陨石，对敌方全体武将造成54%的伤害		54	下一级：对全体目标造成56%的伤害	160
4	3	1	9	152	atkall	0	0	召唤大量陨石，对敌方全体武将造成56%的伤害		56	下一级：对全体目标造成58%的伤害	180
4	3	1	10	156	atkall	0	0	召唤大量陨石，对敌方全体武将造成58%的伤害		58	下一级：对全体目标造成60%的伤害	200
4	3	1	11	160	atkall	0	0	召唤大量陨石，对敌方全体武将造成60%的伤害		60	下一级：对全体目标造成62%的伤害	220
4	3	1	12	164	atkall	0	0	召唤大量陨石，对敌方全体武将造成62%的伤害		62	下一级：对全体目标造成64%的伤害	240
4	3	1	13	168	atkall	0	0	召唤大量陨石，对敌方全体武将造成64%的伤害		64	下一级：对全体目标造成66%的伤害	260
4	3	1	14	172	atkall	0	0	召唤大量陨石，对敌方全体武将造成66%的伤害		66	下一级：对全体目标造成68%的伤害	280
4	3	1	15	176	atkall	0	0	召唤大量陨石，对敌方全体武将造成68%的伤害		68	下一级：对全体目标造成70%的伤害	300
4	3	1	16	180	atkall	0	0	召唤大量陨石，对敌方全体武将造成70%的伤害		70	下一级：对全体目标造成72%的伤害	320
4	3	1	17	184	atkall	0	0	召唤大量陨石，对敌方全体武将造成72%的伤害		72	下一级：对全体目标造成74%的伤害	340
4	3	1	18	188	atkall	0	0	召唤大量陨石，对敌方全体武将造成74%的伤害		74	下一级：对全体目标造成76%的伤害	360
4	3	1	19	192	atkall	0	0	召唤大量陨石，对敌方全体武将造成76%的伤害		76	下一级：对全体目标造成78%的伤害	380
4	3	1	20	196	atkall	0	0	召唤大量陨石，对敌方全体武将造成78%的伤害		78	下一级：对全体目标造成80%的伤害	400
4	3	1	21	200	atkall	0	0	召唤大量陨石，对敌方全体武将造成80%的伤害		80	下一级：对全体目标造成82%的伤害	420
4	3	1	22	204	atkall	0	0	召唤大量陨石，对敌方全体武将造成82%的伤害		82	下一级：对全体目标造成84%的伤害	440
4	3	1	23	208	atkall	0	0	召唤大量陨石，对敌方全体武将造成84%的伤害		84	下一级：对全体目标造成86%的伤害	460
4	3	1	24	212	atkall	0	0	召唤大量陨石，对敌方全体武将造成86%的伤害		86	下一级：对全体目标造成88%的伤害	480
4	3	1	25	216	atkall	0	0	召唤大量陨石，对敌方全体武将造成88%的伤害		88	下一级：对全体目标造成90%的伤害	500
4	3	1	26	220	atkall	0	0	召唤大量陨石，对敌方全体武将造成90%的伤害		90	下一级：对全体目标造成92%的伤害	520
4	3	1	27	224	atkall	0	0	召唤大量陨石，对敌方全体武将造成92%的伤害		92	下一级：对全体目标造成94%的伤害	540
4	3	1	28	228	atkall	0	0	召唤大量陨石，对敌方全体武将造成94%的伤害		94	下一级：对全体目标造成96%的伤害	560
4	3	1	29	232	atkall	0	0	召唤大量陨石，对敌方全体武将造成96%的伤害		96	下一级：对全体目标造成98%的伤害	580
4	3	1	30	236	atkall	0	0	召唤大量陨石，对敌方全体武将造成98%的伤害		98	下一级：对全体目标造成100%的伤害	600
4	3	1	31	240	atkall	0	0	召唤大量陨石，对敌方全体武将造成100%的伤害		100	下一级：对全体目标造成102%的伤害	620
4	3	1	32	244	atkall	0	0	召唤大量陨石，对敌方全体武将造成102%的伤害		102	下一级：对全体目标造成104%的伤害	640
4	3	1	33	248	atkall	0	0	召唤大量陨石，对敌方全体武将造成104%的伤害		104	下一级：对全体目标造成106%的伤害	660
4	3	1	34	252	atkall	0	0	召唤大量陨石，对敌方全体武将造成106%的伤害		106	下一级：对全体目标造成108%的伤害	680
4	3	1	35	256	atkall	0	0	召唤大量陨石，对敌方全体武将造成108%的伤害		108	下一级：对全体目标造成110%的伤害	700
4	3	1	36	260	atkall	0	0	召唤大量陨石，对敌方全体武将造成110%的伤害		110	下一级：对全体目标造成112%的伤害	720
4	3	1	37	264	atkall	0	0	召唤大量陨石，对敌方全体武将造成112%的伤害		112	下一级：对全体目标造成114%的伤害	740
4	3	1	38	268	atkall	0	0	召唤大量陨石，对敌方全体武将造成114%的伤害		114	下一级：对全体目标造成116%的伤害	760
4	3	1	39	272	atkall	0	0	召唤大量陨石，对敌方全体武将造成116%的伤害		116	下一级：对全体目标造成118%的伤害	780
4	3	1	40	276	atkall	0	0	召唤大量陨石，对敌方全体武将造成118%的伤害		118	下一级：对全体目标造成120%的伤害	800
4	3	1	41	280	atkall	0	0	召唤大量陨石，对敌方全体武将造成120%的伤害		120	下一级：对全体目标造成122%的伤害	820
4	3	1	42	284	atkall	0	0	召唤大量陨石，对敌方全体武将造成122%的伤害		122	下一级：对全体目标造成124%的伤害	840
4	3	1	43	288	atkall	0	0	召唤大量陨石，对敌方全体武将造成124%的伤害		124	下一级：对全体目标造成126%的伤害	860
4	3	1	44	292	atkall	0	0	召唤大量陨石，对敌方全体武将造成126%的伤害		126	下一级：对全体目标造成128%的伤害	880
4	3	1	45	296	atkall	0	0	召唤大量陨石，对敌方全体武将造成128%的伤害		128	下一级：对全体目标造成130%的伤害	900
4	3	1	46	300	atkall	0	0	召唤大量陨石，对敌方全体武将造成130%的伤害		130	下一级：对全体目标造成132%的伤害	920
4	3	1	47	304	atkall	0	0	召唤大量陨石，对敌方全体武将造成132%的伤害		132	下一级：对全体目标造成134%的伤害	940
4	3	1	48	308	atkall	0	0	召唤大量陨石，对敌方全体武将造成134%的伤害		134	下一级：对全体目标造成136%的伤害	960
4	3	1	49	312	atkall	0	0	召唤大量陨石，对敌方全体武将造成136%的伤害		136	下一级：对全体目标造成138%的伤害	980
4	3	1	50	316	atkall	0	0	召唤大量陨石，对敌方全体武将造成138%的伤害		138	已经到最高级	1000
4	4	2	1	0	unblock	50	0	永久提高谋士50破招，破招可降低敌方格挡几率			下一级：永久提高谋士100点破招	20
4	4	2	2	0	unblock	100	0	永久提高谋士100破招，破招可降低敌方格挡几率			下一级：永久提高谋士150点破招	40
4	4	2	3	0	unblock	150	0	永久提高谋士150破招，破招可降低敌方格挡几率			下一级：永久提高谋士200点破招	60
4	4	2	4	0	unblock	200	0	永久提高谋士200破招，破招可降低敌方格挡几率			下一级：永久提高谋士250点破招	80
4	4	2	5	0	unblock	250	0	永久提高谋士250破招，破招可降低敌方格挡几率			下一级：永久提高谋士300点破招	100
4	4	2	6	0	unblock	300	0	永久提高谋士300破招，破招可降低敌方格挡几率			下一级：永久提高谋士350点破招	120
4	4	2	7	0	unblock	350	0	永久提高谋士350破招，破招可降低敌方格挡几率			下一级：永久提高谋士400点破招	140
4	4	2	8	0	unblock	400	0	永久提高谋士400破招，破招可降低敌方格挡几率			下一级：永久提高谋士450点破招	160
4	4	2	9	0	unblock	450	0	永久提高谋士450破招，破招可降低敌方格挡几率			下一级：永久提高谋士500点破招	180
4	4	2	10	0	unblock	500	0	永久提高谋士500破招，破招可降低敌方格挡几率			下一级：永久提高谋士550点破招	200
4	4	2	11	0	unblock	550	0	永久提高谋士550破招，破招可降低敌方格挡几率			下一级：永久提高谋士600点破招	220
4	4	2	12	0	unblock	600	0	永久提高谋士600破招，破招可降低敌方格挡几率			下一级：永久提高谋士650点破招	240
4	4	2	13	0	unblock	650	0	永久提高谋士650破招，破招可降低敌方格挡几率			下一级：永久提高谋士700点破招	260
4	4	2	14	0	unblock	700	0	永久提高谋士700破招，破招可降低敌方格挡几率			下一级：永久提高谋士750点破招	280
4	4	2	15	0	unblock	750	0	永久提高谋士750破招，破招可降低敌方格挡几率			下一级：永久提高谋士800点破招	300
4	4	2	16	0	unblock	800	0	永久提高谋士800破招，破招可降低敌方格挡几率			下一级：永久提高谋士850点破招	320
4	4	2	17	0	unblock	850	0	永久提高谋士850破招，破招可降低敌方格挡几率			下一级：永久提高谋士900点破招	340
4	4	2	18	0	unblock	900	0	永久提高谋士900破招，破招可降低敌方格挡几率			下一级：永久提高谋士950点破招	360
4	4	2	19	0	unblock	950	0	永久提高谋士950破招，破招可降低敌方格挡几率			下一级：永久提高谋士1000点破招	380
4	4	2	20	0	unblock	1000	0	永久提高谋士1000破招，破招可降低敌方格挡几率			下一级：永久提高谋士1050点破招	400
4	4	2	21	0	unblock	1050	0	永久提高谋士1050破招，破招可降低敌方格挡几率			下一级：永久提高谋士1100点破招	420
4	4	2	22	0	unblock	1100	0	永久提高谋士1100破招，破招可降低敌方格挡几率			下一级：永久提高谋士1150点破招	440
4	4	2	23	0	unblock	1150	0	永久提高谋士1150破招，破招可降低敌方格挡几率			下一级：永久提高谋士1200点破招	460
4	4	2	24	0	unblock	1200	0	永久提高谋士1200破招，破招可降低敌方格挡几率			下一级：永久提高谋士1250点破招	480
4	4	2	25	0	unblock	1250	0	永久提高谋士1250破招，破招可降低敌方格挡几率			下一级：永久提高谋士1300点破招	500
4	4	2	26	0	unblock	1300	0	永久提高谋士1300破招，破招可降低敌方格挡几率			下一级：永久提高谋士1350点破招	520
4	4	2	27	0	unblock	1350	0	永久提高谋士1350破招，破招可降低敌方格挡几率			下一级：永久提高谋士1400点破招	540
4	4	2	28	0	unblock	1400	0	永久提高谋士1400破招，破招可降低敌方格挡几率			下一级：永久提高谋士1450点破招	560
4	4	2	29	0	unblock	1450	0	永久提高谋士1450破招，破招可降低敌方格挡几率			下一级：永久提高谋士1500点破招	580
4	4	2	30	0	unblock	1500	0	永久提高谋士1500破招，破招可降低敌方格挡几率			下一级：永久提高谋士1550点破招	600
